Research_Topic_Num,Aligned_Policy_Topic_Num,Similarity_Score,Research_Topic_Label,Aligned_Policy_Topic_Label
593,59,0.43634362967940404,"Topic 593: soaring, crossing, winds, wind, flight","Topic 59: cooperative, cooperatives, operatives, societies, members"
578,7,0.314088549716912,"Topic 578: thaliana jats, thaliana, genetic, phenotypic, italic arabidopsis","Topic 7: nutrition, agriculture, food, sector, food security"
206,27,0.4307716823004499,"Topic 206: wns, white nose, bats, nose syndrome, nose","Topic 27: food, labelling, regulations, additives, packaged"
637,27,0.37732043020578365,"Topic 637: hinterland, megafan, hinterland forest, canopy height, forest","Topic 27: food, labelling, regulations, additives, packaged"
599,19,0.5133008778414694,"Topic 599: winter minimum, runoff, minimum, basin, sevan","Topic 19: maine, hampshire, new hampshire, statutes, revised statutes"
451,62,0.3503005323646933,"Topic 451: risk, risk effects, prey, predation risk, iiv","Topic 62: antimicrobial, resistance, amr, antimicrobial resistance, antibiotic"
660,27,0.31003017054808785,,"Topic 27: food, labelling, regulations, additives, packaged"
459,15,0.433942699381915,"Topic 459: manufacturing, energy consumption, printing, additive manufacturing, 3d printing","Topic 15: eu, union, regulation, fishing, union waters"
639,93,0.6876942517263223,"Topic 639: mouse, bank vole, wood mouse, pygmy wood, vole","Topic 93: virginia, fund, provides rules, chapter, services virginia"
458,27,0.4046684489798895,"Topic 458: water, gasoline, toxicity, wastewater, pesticides","Topic 27: food, labelling, regulations, additives, packaged"
568,27,0.4218801594808813,"Topic 568: bird, elevational, richness, birds, elevational range","Topic 27: food, labelling, regulations, additives, packaged"
277,5,0.47071241744760345,"Topic 277: cadmium, lead, mg kg, feed, rats","Topic 5: waste, waste management, recycling, hazardous, disposal"
447,62,0.640108286186623,"Topic 447: radar, radars, wsr, wsr jats, case wsr","Topic 62: antimicrobial, resistance, amr, antimicrobial resistance, antibiotic"
630,21,0.3574979240390604,"Topic 630: iam jats, case iam, iam, biodiversity, ar","Topic 21: washington, rcw, code washington, washington rcw, chapter revised"
495,116,0.5063667244434782,"Topic 495: microclimate, microclimates, myclim, myclim jats, jats sc","Topic 116: modifying, national parks, regulations, modifying related, related export"
337,6,0.7689366756254679,"Topic 337: forecasting, forecasts, models, forecast, ecological","Topic 6: plant, quarantine, plants, pests, phytosanitary"
644,77,0.37254623099707274,"Topic 644: riparian, riparian vegetation, gw, riparian guilds, gw discharge","Topic 77: land, crown, lands, fence, crown lands"
411,24,0.6150346969098813,"Topic 411: frost, phenological, chilling, budburst, phenology","Topic 24: species, endangered, endangered species, cites, fauna flora"
595,122,0.5819862049903367,"Topic 595: fluoxetine, twospot, livebearers, fin, predator","Topic 122: minnesota, public waters, chapter minnesota, minnesota statutes, drainage"
615,27,0.5027051634520063,"Topic 615: floodplain, wetland, buekii jats, buekii, flooding","Topic 27: food, labelling, regulations, additives, packaged"
350,37,0.486255757451613,"Topic 350: wolf, wolves, red wolf, coyotes, dogs","Topic 37: heritage, aboriginal, cultural, cultural heritage, islander"
326,27,0.6888373350254207,"Topic 326: sw, variable, model, regression, linear","Topic 27: food, labelling, regulations, additives, packaged"
564,27,0.30221059953418117,"Topic 564: elephants, musth, tusk, age, asian elephants","Topic 27: food, labelling, regulations, additives, packaged"
114,62,0.572144873702477,"Topic 114: range, niche, sec jats, jats sec, sec","Topic 62: antimicrobial, resistance, amr, antimicrobial resistance, antibiotic"
299,40,0.28456733956188585,"Topic 299: photocatalytic, dye, uv, oxidation, phenol","Topic 40: principal act, section, principal, regarding, words"
130,20,0.3774834966035984,"Topic 130: males, females, dominance, female, male","Topic 20: climate, climate change, change, greenhouse, emissions"
626,15,0.23187809438217605,"Topic 626: catalysts, catalytic, gasolines, reforming, catalyst","Topic 15: eu, union, regulation, fishing, union waters"
127,74,0.43171685540715654,"Topic 127: flowering, phenological, phenology, flowering phenology, warming","Topic 74: indiana, code concerns, indiana code, water, code"
575,46,0.42679483823134645,"Topic 575: case jats, case cpue, cpue jats, jats styled, styled content","Topic 46: california, pest, agricultural code, california food, food agricultural"
561,0,0.5029134592779843,"Topic 561: genome, assembly, genome assembly, chip, hihi","Topic 0: water, water resources, supply, water supply, resources"
229,34,0.6292091999750067,"Topic 229: wild meat, trade, meat, wildlife, pet","Topic 34: agricultural, farmers, purpose act, rural, contribute"
498,111,0.17631696716348494,"Topic 498: sika, deer, sika deer, red deer, arvalis","Topic 111: water, california, water code, water quality, regional board"
373,1,0.44798093148751306,"Topic 373: seed dispersal, frugivore, seed, frugivores, networks","Topic 1: agricultural, export, marketing, products, meat"
414,8,0.595583962378227,"Topic 414: batteries, battery, lithium, recycling, libs","Topic 8: land, registration, property, act, court"
592,15,0.26727312785124546,"Topic 592: venom, toxin, venoms, pmg, proteins","Topic 15: eu, union, regulation, fishing, union waters"
417,8,0.2856948622851073,"Topic 417: retention, deadwood, forests, unmanaged, forest","Topic 8: land, registration, property, act, court"
485,66,0.08387004416589147,"Topic 485: pigs, wild boar, boar, feral, wild","Topic 66: veterinary, veterinarian, veterinary services, veterinarians, registration"
154,66,0.3007846952548269,"Topic 154: sec jats, jats sec, sec, phylogenetic, angiosperm","Topic 66: veterinary, veterinarian, veterinary services, veterinarians, registration"
378,77,0.5256512261640253,"Topic 378: host, speciation, hawthorn, italic rhagoletis, rhagoletis","Topic 77: land, crown, lands, fence, crown lands"
431,6,0.49814285356227733,"Topic 431: worker, workers, queen, queens, eusocial","Topic 6: plant, quarantine, plants, pests, phytosanitary"
202,5,0.6757664602638173,"Topic 202: skull, cranial, triassic, amniote, palaeolagus","Topic 5: waste, waste management, recycling, hazardous, disposal"
472,12,0.5980889647431631,"Topic 472: metacommunity, metacommunities, dispersal, metacommunity theory, coexistence","Topic 12: covid 19, covid, 19, movement, essential"
309,77,0.40360420076477804,"Topic 309: metals, heavy, heavy metals, cd, pb","Topic 77: land, crown, lands, fence, crown lands"
619,97,0.4296043962636394,"Topic 619: applied nucleation, nucleation, restoration, fertilization ph, ph correction","Topic 97: small, enterprises, fund, small medium, medium enterprises"
48,66,0.3004095060313657,"Topic 48: seagrass, eelgrass, meadows, seagrasses, marina jats","Topic 66: veterinary, veterinarian, veterinary services, veterinarians, registration"
234,42,0.37501260376375145,"Topic 234: dna, museum, specimens, endogenous, samples","Topic 42: measure, ccamlr, conservation, conservation measure, krill"
410,59,0.640560911514138,"Topic 410: genome, tetraploid, diploid, polyploidization, polyploidy","Topic 59: cooperative, cooperatives, operatives, societies, members"
623,34,0.454886495157158,"Topic 623: oxidative, stopover, pufas, fat, birds","Topic 34: agricultural, farmers, purpose act, rural, contribute"
650,23,0.19476510198700356,,"Topic 23: radiation, nuclear, radioactive, radioactive waste, ionising radiation"
461,20,0.31858600565723777,"Topic 461: diversification, speciation extinction, fossil, extinction, phylogenetic","Topic 20: climate, climate change, change, greenhouse, emissions"
621,37,0.41098257911727026,"Topic 621: moss, mosses, throughfall, syntrichia, moss species","Topic 37: heritage, aboriginal, cultural, cultural heritage, islander"
466,82,0.36218247847870205,"Topic 466: otters, otter, sea otter, sea otters, sea","Topic 82: variety, plant, varieties, breeder, breeders"
612,59,0.5321306980156436,"Topic 612: grazing, ftcs, soil respiration, soc, sub jats","Topic 59: cooperative, cooperatives, operatives, societies, members"
625,24,0.473251870252229,"Topic 625: disaster, vulnerability, flood, disasters, poverty","Topic 24: species, endangered, endangered species, cites, fauna flora"
517,89,0.14772729600036305,"Topic 517: artery, anastomoses, intrapelvic, sga, anesthesia","Topic 89: information, access information, access, disclosure, right access"
